id,"libelle","permissions","created_at","updated_at","deleted_at"
1,"Super Admin","\"['create-admin','create-categorieuser','create-codepromo','create-demande','create-document','create-dossier','create-etapetraitement','create-etatdemande','create-etatdocument','create-moyenpaiement','create-paiement','create-pays','create-permission','create-piece','create-role','create-typedemande','create-typedocument','create-typepaiement','create-typepiece','create-user', 'create-message','create-etatetapetraitement','create-statusetattraitement','create-observation','delete-admin','delete-categorieuser','delete-codepromo','delete-demande','delete-document','delete-dossier','delete-etapetraitement','delete-etatdemande','delete-etatdocument','delete-moyenpaiement','delete-paiement','delete-pays','delete-permission','delete-piece','delete-role','delete-typedemande','delete-typedocument','delete-typepaiement','delete-typepiece','delete-user', 'delete-message','delete-etatetapetraitement','delete-statusetattraitement','delete-observation','update-admin','update-categorieuser','update-codepromo','update-demande','update-document','update-dossier','update-etapetraitement','update-etatdemande','update-etatdocument','update-moyenpaiement','update-paiement','update-pays','update-permission','update-piece','update-role','update-typedemande','update-typedocument','update-typepaiement','update-typepiece','update-user','update-message','update-etatetapetraitement','update-statusetattraitement','update-observation','view-any-admin','view-any-categorieuser','view-any-codepromo','view-any-demande','view-any-document','view-any-dossier','view-any-etapetraitement','view-any-etatdemande','view-any-etatdocument','view-any-moyenpaiement','view-any-paiement','view-any-pays','view-any-permission','view-any-piece','view-any-role','view-any-typedemande','view-any-typedocument','view-any-typepaiement','view-any-typepiece','view-any-user','view-any-message', 'view-any-etatetapetraitement','view-any-statusetattraitement', 'view-any-observation','create-attribution','view-any-attribution','update-attribution', 'delete-attribution']\"","2022-11-28 12:51:36","2023-03-03 12:32:04",NULL
2,"role 2 updated","\"[]\"","2022-11-28 12:51:40","2022-11-28 12:52:18","2022-11-28 12:52:18"
3,"role 2","\"['view-any-dossier', 'create-admin', 'view-any-user']\"","2022-12-01 11:24:50","2022-12-01 12:08:05",NULL
